Order ID,Order Date,Ship Date,Customer ID,Segment,State,City,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
108539-1031-5348,21-Mar-21,23-Mar-21,SC-20725,Consumer,Bihar,Araria,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836
149811-3676-5349,4-Jan-19,10-Jan-19,CS-12250,Corporate,Meghalaya,South Garo Hills,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3,0,15.5232
149811-4082-5350,4-Jan-19,10-Jan-19,CS-12250,Corporate,Meghalaya,South Garo Hills,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0,19.95
103814-1019-5351,9-Dec-21,16-Dec-21,LH-16900,Consumer,Haryana,Jind,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,143.856,9,0.2,48.5514
123932-4665-5352,6-Sep-20,12-Sep-20,YC-21895,Corporate,Daman & Diu,Daman,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,41.92,4,0.2,15.196
123932-2447-5353,6-Sep-20,12-Sep-20,YC-21895,Corporate,Daman & Diu,Daman,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,329.584,2,0.2,37.0782
101616-0014-5354,3-Sep-20,6-Sep-20,CY-12745,Corporate,Kerala,Alappuzha,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8,0,41.0216
113768-2439-5355,13-May-18,19-May-18,AH-10030,Corporate,Bihar,Araria,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6,0.2,20.9592
113768-3063-5356,13-May-18,19-May-18,AH-10030,Corporate,Bihar,Araria,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,8,2,0,3.84
138037-2982-5357,29-Sep-20,3-Oct-20,AR-10540,Consumer,Bihar,Aurangabad,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,0.2,9.534
150490-4510-5358,5-Aug-18,11-Aug-18,SS-20590,Consumer,Bihar,Aurangabad,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1,0,1.636
150490-0321-5359,5-Aug-18,11-Aug-18,SS-20590,Consumer,Bihar,Aurangabad,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,15.78,2,0,0.6312
150490-4602-5360,5-Aug-18,11-Aug-18,SS-20590,Consumer,Bihar,Aurangabad,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0,12.8744
126060-3433-5361,14-Apr-21,18-Apr-21,DW-13585,Corporate,Uttar Pradesh,Basti,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.272,8,0.2,-32.2192
100951-1496-5362,9-Jun-21,10-Jun-21,NC-18625,Corporate,Daman & Diu,Daman,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,5,0.2,54.057
122017-0672-5363,29-Dec-20,2-Jan-21,CD-11920,Consumer,Jharkhand,Dhanbad,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,0,23.9904
122017-1293-5364,29-Dec-20,2-Jan-21,CD-11920,Consumer,Jharkhand,Dhanbad,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,2,0,22.9488
123477-0692-5365,18-Jan-18,21-Jan-18,DW-13195,Corporate,Arunachal Pradesh,East Siang,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.4864
107790-4539-5366,20-Nov-20,24-Nov-20,EH-13990,Consumer,Daman & Diu,Daman,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,151.192,1,0.2,13.2293
158071-2923-5367,10-Jun-21,15-Jun-21,BD-11320,Consumer,Haryana,Jind,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679
158071-4689-5368,10-Jun-21,15-Jun-21,BD-11320,Consumer,Haryana,Jind,OFF-LA-10004689,Office Supplies,Labels,Avery 512,11.56,4,0,5.4332
158071-1228-5369,10-Jun-21,15-Jun-21,BD-11320,Consumer,Haryana,Jind,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,15.58,1,0,3.895
147403-3302-5370,10-Sep-21,13-Sep-21,KH-16630,Corporate,West Bengal,Dakshin Dinajpur,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,85.056,3,0.2,28.7064
136721-4665-5371,8-Apr-21,12-Apr-21,NH-18610,Corporate,Manipur,Chandel,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0,71.2296
136721-4188-5372,8-Apr-21,12-Apr-21,NH-18610,Corporate,Manipur,Chandel,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,3,0,79.794
118738-3177-5373,24-Oct-19,30-Oct-19,AG-10495,Corporate,Daman & Diu,Daman,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,3,0.2,5.4432
118738-2607-5374,24-Oct-19,30-Oct-19,AG-10495,Corporate,Daman & Diu,Daman,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,347.361,7,0.3,-69.4722
118738-1166-5375,24-Oct-19,30-Oct-19,AG-10495,Corporate,Daman & Diu,Daman,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,10.368,2,0.2,3.6288
134152-4510-5376,27-May-21,31-May-21,RP-19855,Corporate,Haryana,Jind,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.816
134152-4062-5377,27-May-21,31-May-21,RP-19855,Corporate,Haryana,Jind,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,31.44,3,0,7.86
125542-0056-5378,5-Dec-18,7-Dec-18,NB-18655,Corporate,Assam,Hailakandi,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488,7,0.2,117.6147
125542-1469-5379,5-Dec-18,7-Dec-18,NB-18655,Corporate,Assam,Hailakandi,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736,4,0.2,-30.2288
136021-0551-5380,14-Aug-20,18-Aug-20,JM-15580,Consumer,Bihar,Araria,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.54,3,0,7.6146
136021-0423-5381,14-Aug-20,18-Aug-20,JM-15580,Consumer,Bihar,Araria,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.552,6,0.2,35.6238
149195-1870-5382,5-Sep-20,7-Sep-20,DM-13525,Corporate,Daman & Diu,Daman,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92,5,0.2,9.072
149195-1843-5383,5-Sep-20,7-Sep-20,DM-13525,Corporate,Daman & Diu,Daman,OFF-FA-10001843,Office Supplies,Fasteners,Staples,15.808,8,0.2,5.3352
149195-2036-5384,5-Sep-20,7-Sep-20,DM-13525,Corporate,Daman & Diu,Daman,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,10.368,2,0.2,3.7584
161410-1760-5385,26-Jun-21,3-Jul-21,CC-12220,Consumer,Assam,Hailakandi,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,358.2,3,0.4,41.79
161410-0673-5386,26-Jun-21,3-Jul-21,CC-12220,Consumer,Assam,Hailakandi,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,14,0.4,72.7888
152786-0829-5387,12-Mar-21,17-Mar-21,GA-14725,Consumer,Assam,Dhubri,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,40.41,9,0,18.5886
164707-1924-5388,18-Feb-21,21-Feb-21,CV-12805,Corporate,Bihar,Araria,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.976,3,0.2,10.4985
164707-4864-5389,18-Feb-21,21-Feb-21,CV-12805,Corporate,Bihar,Araria,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3,0,47.0979
164707-4345-5390,18-Feb-21,21-Feb-21,CV-12805,Corporate,Bihar,Araria,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.82,2,0,4.8118
163874-0088-5391,10-Nov-21,12-Nov-21,NC-18535,Corporate,Haryana,Jind,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,3,0.2,9.5526
123183-2787-5392,19-Nov-18,25-Nov-18,GR-14560,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,OFF-LA-10002787,Office Supplies,Labels,Avery 480,22.5,6,0,10.8
123183-1569-5393,19-Nov-18,25-Nov-18,GR-14560,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96,2,0,4.5816
123183-2429-5394,19-Nov-18,25-Nov-18,GR-14560,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",213.08,7,0,102.2784
123183-0362-5395,19-Nov-18,25-Nov-18,GR-14560,Corporate,Dadra & Nagar Haveli,Dadra & Nagar Haveli,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.88,6,0,235.9524
104829-3016-5396,18-Nov-18,21-Nov-18,JG-15805,Corporate,Delhi,Delhi,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",21.98,7,0,9.891
147340-2501-5397,24-Sep-20,24-Sep-20,EB-13750,Corporate,Bihar,Aurangabad,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5,0,23.384
145492-3622-5398,20-Nov-20,27-Nov-20,MC-17605,Corporate,Bihar,Araria,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39,12,0,11.31
163202-2764-5399,27-Sep-20,2-Oct-20,BM-11650,Corporate,West Bengal,Nadia ,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,3,0.7,-2.0349
117681-1798-5400,9-Apr-20,14-Apr-20,HF-14995,Consumer,Bihar,Araria,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,5,0.15,6.549
132262-0158-5401,21-Sep-21,23-Sep-21,ML-18265,Consumer,Haryana,Jind,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,0,15.1158
132262-0303-5402,21-Sep-21,23-Sep-21,ML-18265,Consumer,Haryana,Jind,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,79.98,2,0,26.3934
123043-3910-5403,24-Aug-21,29-Aug-21,AH-10195,Corporate,Tripura,Dhalai,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,4,0.2,7.71
123043-0138-5404,24-Aug-21,29-Aug-21,AH-10195,Corporate,Tripura,Dhalai,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,1,0.2,1.3104
143280-2398-5405,22-Feb-20,26-Feb-20,TZ-21580,Consumer,Bihar,Araria,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.745
143280-3399-5406,22-Feb-20,26-Feb-20,TZ-21580,Consumer,Bihar,Araria,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0,15.2208
143280-0992-5407,22-Feb-20,26-Feb-20,TZ-21580,Consumer,Bihar,Araria,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0,5.0055
108854-3022-5408,8-Dec-21,14-Dec-21,DM-13345,Corporate,Bihar,Aurangabad,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4,0,40.4432
108854-2854-5409,8-Dec-21,14-Dec-21,DM-13345,Corporate,Bihar,Aurangabad,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.424,1,0.2,8.409
108854-1670-5410,8-Dec-21,14-Dec-21,DM-13345,Corporate,Bihar,Aurangabad,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93
108854-1837-5411,8-Dec-21,14-Dec-21,DM-13345,Corporate,Bihar,Aurangabad,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1,0,11.1176
166856-2012-5412,18-Sep-21,22-Sep-21,TS-21505,Consumer,Tamil Nadu,Dindigul,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,0.2,3.528
166856-4992-5413,18-Sep-21,22-Sep-21,TS-21505,Consumer,Tamil Nadu,Dindigul,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3,0,8.1072
153157-3171-5414,11-Sep-20,14-Sep-20,TB-21625,Consumer,Jharkhand,Dhanbad,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5,0,62.93
125647-0390-5415,23-Sep-21,28-Sep-21,LC-16870,Consumer,Haryana,Bhiwani,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.176,6,0.8,-197.5752
125647-4888-5416,23-Sep-21,28-Sep-21,LC-16870,Consumer,Haryana,Bhiwani,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,20.736,4,0.2,7.2576
125647-4188-5417,23-Sep-21,28-Sep-21,LC-16870,Consumer,Haryana,Bhiwani,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.984,2,0.2,-8.9964
132542-4099-5418,6-Oct-18,8-Oct-18,AM-10360,Corporate,Pondicherry,Pondicherry,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2,0,7.68
110877-4621-5419,23-Oct-19,26-Oct-19,JE-15715,Consumer,Daman & Diu,Daman,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.288,7,0.2,12.7008
110877-2103-5420,23-Oct-19,26-Oct-19,JE-15715,Consumer,Daman & Diu,Daman,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,150.384,2,0.2,15.0384
151827-2789-5421,31-Mar-20,2-Apr-20,CS-11950,Consumer,Assam,Hailakandi,TEC-PH-10002789,Technology,Phones,LG Exalt,280.782,3,0.4,-60.8361
151827-3289-5422,31-Mar-20,2-Apr-20,CS-11950,Consumer,Assam,Hailakandi,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,2,0.2,1.1994
163258-0138-5423,29-Dec-20,2-Jan-21,PF-19225,Consumer,Bihar,Araria,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,3,0.2,3.9312
103009-1215-5424,3-Nov-21,5-Nov-21,PJ-18835,Corporate,Karnataka,Bangalore,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.4,5,0,11.88
120649-1545-5425,20-Jan-21,26-Jan-21,JF-15490,Consumer,Chhattisgarh,Jashpur,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2,0,1.0208
153598-3870-5426,3-Dec-20,6-Dec-20,NM-18520,Consumer,Bihar,Araria,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0,659.98
153598-1085-5427,3-Dec-20,6-Dec-20,NM-18520,Consumer,Bihar,Araria,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6,0,51.474
108497-4218-5428,14-Jun-20,14-Jun-20,MH-17290,Home Office,Bihar,Araria,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,5,0.15,35.245
113096-3455-5429,2-Sep-20,4-Sep-20,SZ-20035,Home Office,Bihar,Aurangabad,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0,12.0978
136861-1967-5430,5-Sep-18,7-Sep-18,PR-18880,Consumer,Delhi,Delhi,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999
117422-0938-5431,21-Oct-21,25-Oct-21,FC-14245,Home Office,West Bengal,North Twentyfour Parganas,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2,0.2,16.1568
117422-2195-5432,21-Oct-21,25-Oct-21,FC-14245,Home Office,West Bengal,North Twentyfour Parganas,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1,0.2,1.3716
117422-2799-5433,21-Oct-21,25-Oct-21,FC-14245,Home Office,West Bengal,North Twentyfour Parganas,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6.216,4,0.7,-4.9728
129707-0246-5434,25-Apr-21,29-Apr-21,LH-16750,Consumer,Arunachal Pradesh,Upper Subansiri,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.896,4,0.2,0.6672
160171-0275-5435,19-Oct-19,24-Oct-19,RM-19675,Home Office,Bihar,Araria,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5,0,459.396
160171-0892-5436,19-Oct-19,24-Oct-19,RM-19675,Home Office,Bihar,Araria,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270,3,0,97.2
103317-1591-5437,5-Jul-18,8-Jul-18,DM-13525,Corporate,Delhi,Delhi,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.368
103317-1787-5438,5-Jul-18,8-Jul-18,DM-13525,Corporate,Delhi,Delhi,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,0.7,-6.867
103317-3192-5439,5-Jul-18,8-Jul-18,DM-13525,Corporate,Delhi,Delhi,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3,0.2,15.9912
167115-4600-5440,4-Apr-20,9-Apr-20,EH-14185,Consumer,Tripura,Dhalai,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2,0.2,183.995
153633-2335-5441,13-Nov-21,18-Nov-21,TC-21295,Consumer,Delhi,Delhi,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.064,1,0.2,0.1548
155929-0859-5442,9-Sep-21,13-Sep-21,AI-10855,Consumer,Arunachal Pradesh,Papum Pare,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.368,2,0.2,2.388
148712-3198-5443,17-Apr-19,23-Apr-19,JM-15535,Consumer,Tripura,Dhalai,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0,36.852
148712-1900-5444,17-Apr-19,23-Apr-19,JM-15535,Consumer,Tripura,Dhalai,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13,0.2,21.0249
148712-0614-5445,17-Apr-19,23-Apr-19,JM-15535,Consumer,Tripura,Dhalai,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3,0,2.7846
128307-3040-5446,25-Jul-20,29-Jul-20,BE-11335,Home Office,Daman & Diu,Daman,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.936,1,0.2,7.0659
127425-3442-5447,26-Aug-20,31-Aug-20,DR-12880,Corporate,Tripura,Dhalai,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6,0,8.25
127425-2800-5448,26-Aug-20,31-Aug-20,DR-12880,Corporate,Tripura,Dhalai,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,0,87.4825
119081-0157-5449,12-Sep-18,19-Sep-18,TA-21385,Home Office,Jharkhand,Bokaro,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0,7.1586
119081-1542-5450,12-Sep-18,19-Sep-18,TA-21385,Home Office,Jharkhand,Bokaro,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,0,10.906
119081-4519-5451,12-Sep-18,19-Sep-18,TA-21385,Home Office,Jharkhand,Bokaro,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0,149.382
119081-3464-5452,12-Sep-18,19-Sep-18,TA-21385,Home Office,Jharkhand,Bokaro,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2,0,12.9792
140613-4261-5453,22-Jul-20,29-Jul-20,KN-16705,Home Office,Punjab,Firozpur,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5,0,24.998
108700-4733-5454,19-May-21,23-May-21,PJ-18835,Corporate,Haryana,Kurukshetra,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6,0.2,13.7808
160962-1325-5455,28-Apr-21,2-May-21,MC-17605,Corporate,Assam,Hailakandi,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,1,0.2,0.7336
160962-3056-5456,28-Apr-21,2-May-21,MC-17605,Corporate,Assam,Hailakandi,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.848,2,0.2,0.7704
130631-0089-5457,29-Dec-21,2-Jan-22,BS-11755,Consumer,Haryana,Fatehabad,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.6,5,0,9.604
130631-4093-5458,29-Dec-21,2-Jan-22,BS-11755,Consumer,Haryana,Fatehabad,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0,20.538
116680-4022-5459,4-Sep-21,6-Sep-21,PK-19075,Consumer,Bihar,Aurangabad,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6,0.2,4.3368
116680-1771-5460,4-Sep-21,6-Sep-21,PK-19075,Consumer,Bihar,Aurangabad,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8,0.2,92.392
107405-2301-5461,21-Mar-18,25-Mar-18,TS-21205,Corporate,Uttar Pradesh,Ballia,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1,0.2,-3.8646
101574-1706-5462,28-Sep-21,4-Oct-21,BD-11725,Consumer,Bihar,Araria,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0,4.4352
146591-3676-5463,19-Jan-18,20-Jan-18,TS-21340,Consumer,Arunachal Pradesh,East Kameng,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.716
146591-0659-5464,19-Jan-18,20-Jan-18,TS-21340,Consumer,Arunachal Pradesh,East Kameng,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,0.2,19.6224
146591-2504-5465,19-Jan-18,20-Jan-18,TS-21340,Consumer,Arunachal Pradesh,East Kameng,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693
146591-1972-5466,19-Jan-18,20-Jan-18,TS-21340,Consumer,Arunachal Pradesh,East Kameng,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.7,-320.597
107706-0466-5467,14-Feb-18,19-Feb-18,ST-20530,Consumer,Daman & Diu,Daman,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,3,0.2,6.066
122448-2774-5468,9-Jun-20,14-Jun-20,DB-13210,Consumer,Bihar,Aurangabad,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646
132451-0454-5469,26-Sep-18,27-Sep-18,KF-16285,Home Office,Bihar,Gaya,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3,0.2,73.194
132451-4888-5470,26-Sep-18,27-Sep-18,KF-16285,Home Office,Bihar,Gaya,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,3,0,9.3312
158547-3842-5471,30-May-20,4-Jun-20,JM-16195,Consumer,West Bengal,Birbhum,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,0.2,9.294
116946-0320-5472,19-Dec-21,23-Dec-21,TS-21505,Consumer,Chandigarh,Delhi,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5,0.2,4.008
116946-2554-5473,19-Dec-21,23-Dec-21,TS-21505,Consumer,Chandigarh,Delhi,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076
116946-0468-5474,19-Dec-21,23-Dec-21,TS-21505,Consumer,Chandigarh,Delhi,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7,0.7,-183.6324
121741-4459-5475,26-Dec-21,26-Dec-21,YC-21895,Corporate,Pondicherry,Pondicherry,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2,0,37.534
169691-2312-5476,15-Jun-21,18-Jun-21,Dp-13240,Home Office,Meghalaya,Jaintia Hills,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3,0,22.2
169691-1291-5477,15-Jun-21,18-Jun-21,Dp-13240,Home Office,Meghalaya,Jaintia Hills,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0,22.8285
169691-3022-5478,15-Jun-21,18-Jun-21,Dp-13240,Home Office,Meghalaya,Jaintia Hills,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0,8.7906
121356-2133-5479,20-Nov-20,24-Nov-20,SJ-20500,Consumer,Dadra & Nagar Haveli,Dadra & Nagar Haveli,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3,0,62.916
101770-1097-5480,31-Mar-18,4-Apr-18,KB-16240,Corporate,Delhi,Delhi,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.869,1,0.7,-1.3083
105487-1336-5481,8-Oct-21,14-Oct-21,CS-12250,Corporate,Bihar,Gaya,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.192,1,0.2,11.6091
105487-2305-5482,8-Oct-21,14-Oct-21,CS-12250,Corporate,Bihar,Gaya,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36,2,0,6.48
